"REGION","employee_type","Industry_type","monthlyORhourly","skill_type","gender","Age","yrs_of_Exp","tax_grade","no_of_child","job","rank","education","employment_type","salary_type","weekly_work_hour","yearly_income","paid_holiday_days","number_of_employee","male_percent","female_percent"
1,1,2,1,2,2,36,14,2,0.5,2,9,2,1,1,28.5,19896,30,6,50.3,49.7
2,1,2,1,1,1,50,1,4,0,3,2,2,1,1,38,1,28,56,89.1,10.9
1,2,5,NA,9,1,53,3,NA,0,17,8,2,1,NA,12.5,2761,23,4,56,44
2,2,2,NA,6,1,38,23,1,0,8,4,2,1,NA,40,25667,27,3,91.3,8.7
1,2,4,NA,9,2,40,2,NA,0,14,8,7,1,NA,10,3681,25,2,90.3,9.7
1,1,3,1,1,2,53,17,4,0,4,2,2,1,1,38.5,26859,30,6,80.5,19.5
1,1,2,2,2,1,26,1,1,0,5,2,2,1,1,40,1,21,2,100,0
2,2,5,NA,7,1,46,11,4,1,10,4,2,1,NA,38.5,48685,30,2,84.9,15.1
1,1,5,2,2,1,49,5,3,1,11,2,1,1,1,48,33782,30,2,76.8,23.2
1,1,2,2,1,1,33,9,1,0,3,2,2,1,1,37.5,28975,30,2,91.6,8.4
1,1,9,2,2,1,35,11,NA,0,5,1,2,1,NA,39,26050,30,4,72.2,27.8
1,2,7,NA,7,2,39,8,NA,0,14,8,7,1,NA,8,3683,12,5,79.4,20.6
1,1,7,2,3,1,49,1,NA,0,11,8,1,4,NA,9,1,15,2,78.2,21.8
1,2,5,NA,8,2,28,2,1,0,9,4,2,1,NA,37.5,18125,30,6,61.3,38.7
1,1,2,2,0,2,30,8,1,0,2,1,1,1,5,40,31622,25,4,46.8,53.2
1,1,2,1,1,1,32,18,1,0.5,3,2,2,1,2,35,1,30,6,72.4,27.6
1,1,2,2,1,1,34,5,1,0.5,10,1,2,1,1,37,25498,30,2,58.8,41.2
1,2,2,NA,NA,2,17,1,1,0,8,0,1,4,NA,35,1,10,6,71.5,28.5
1,1,4,2,3,1,47,1,1,0,20,1,1,1,1,40,1,17,2,94.8,5.2
1,2,9,NA,6,1,38,6,NA,0,18,4,6,1,NA,40,39995,30,2,66.7,33.3
1,1,7,1,2,2,28,7,NA,0,11,9,2,1,NA,20,17117,26,6,46.2,53.8
1,1,7,1,2,1,30,6,NA,0,11,1,2,1,NA,38.5,32609,29,6,25,75
1,2,1,NA,7,2,48,15,1,0,14,4,4,1,NA,39,40012,32,4,28.9,71.1
1,2,5,NA,6,2,57,32,1,0,14,9,2,1,NA,23.1,31248,30,3,72,28
1,1,2,1,1,1,38,11,1,0,3,1,2,1,3,35,33168,30,6,97.2,2.8
1,2,7,NA,9,1,22,1,NA,0,20,4,7,2,NA,42.5,1,24,2,46.9,53.1
1,1,9,1,2,1,34,2,NA,0,8,2,2,1,NA,40,33890,30,4,91.7,8.3
1,1,2,1,3,1,21,1,1,0,10,1,7,1,1,41.38,1,20,2,94.1,5.9
1,2,7,NA,8,1,52,23,NA,0,14,3,1,1,NA,37,55421,30,4,97.3,2.7
1,1,9,2,3,2,38,8,NA,0,19,8,7,1,NA,0,3552,30,6,38.5,61.5
1,1,9,1,3,2,60,4,NA,0,10,8,7,1,NA,0,3217,20,3,46.8,53.2
1,1,7,1,1,1,53,20,NA,0,11,2,2,1,NA,38.5,40728,30,5,82.4,17.6
1,2,5,NA,5,2,58,24,3,0,14,8,2,3,NA,17.5,27453,30,6,83.7,16.3
1,1,4,2,2,1,55,3,3,1,11,2,2,1,1,40,57331,30,3,92.8,7.2
1,2,2,NA,4,1,52,17,6,0,12,4,6,1,NA,40,68555,31,2,69.7,30.3
1,2,2,NA,6,1,54,32,3,0,9,4,2,1,NA,39,46821,30,5,82.3,17.7
1,1,9,1,3,1,41,3,NA,0,19,8,7,1,NA,10,3865,12,2,50,50
1,1,2,1,3,1,32,6,1,0,10,1,2,1,1,35,20339,35,3,91.5,8.5
1,1,1,1,1,1,59,12,3,0,4,1,1,1,1,37,33296,39,6,62.4,37.6
1,1,7,1,1,1,51,6,NA,0,10,9,2,1,NA,25,15335,30,3,96,4
1,2,7,NA,5,1,33,9,NA,0,11,4,2,1,NA,38.5,84000,32,5,76.2,23.8
1,2,3,NA,7,1,37,23,3,1,14,4,2,1,NA,38,43959,30,6,84.2,15.8
2,2,9,NA,7,1,29,2,NA,0,13,4,6,1,NA,40,20876,28,56,67.2,32.8
1,1,2,1,3,1,58,4,4,0,10,1,2,3,1,35,17273,30,6,88.1,11.9
1,1,2,1,0,1,39,22,3,4,2,1,1,1,2,35,38334,30,6,92.5,7.5
1,1,1,2,2,2,26,1,1,0,4,1,2,1,1,40,1,30,4,30.1,69.9
1,2,5,NA,6,1,34,2,4,0,7,4,6,1,NA,40,43103,30,5,61,39
1,2,2,NA,5,1,31,1,3,0,7,4,5,1,NA,38.5,1,30,6,85.2,14.8
2,1,4,2,3,1,26,5,1,0,5,2,2,1,1,40,21805,25,2,93.9,6.1
1,1,2,2,2,1,32,3,3,3,10,1,1,1,1,38,39578,30,2,85.3,14.7
1,1,2,2,1,1,40,3,1,0,3,2,2,1,1,40,32713,24,2,94.6,5.4
1,2,2,NA,5,2,34,14,1,0,8,4,2,1,NA,40,64339,30,6,78.4,21.6
1,1,9,1,0,1,31,5,NA,0,13,2,2,1,NA,38,35507,30,3,87,13
1,2,3,NA,6,1,55,32,3,0,3,3,2,1,NA,38.5,38567,30,6,78.9,21.1
1,2,2,NA,6,1,26,5,1,0,14,4,7,1,NA,40,43562,30,2,82.4,17.6
1,2,2,NA,NA,2,17,1,1,0,8,0,1,4,NA,37.5,1,10,6,62.8,37.2
1,2,2,NA,6,2,45,6,1,0,14,4,2,1,NA,39,33183,30,4,43.9,56.1
1,1,5,1,0,1,44,7,4,2,10,1,7,1,1,39,38285,30,2,87.5,12.5
1,1,2,1,3,2,44,2,NA,0,11,8,7,1,1,10,3354,NA,2,44.1,55.9
1,1,3,1,0,1,54,39,1,0,3,2,2,1,1,38,36468,34,3,93.8,6.2
1,2,7,NA,4,2,46,10,NA,0,11,4,7,1,NA,40,84000,30,6,63.4,36.6
1,1,2,2,3,2,35,12,5,0,5,9,1,1,3,20,1,30,6,63.5,36.5
2,1,6,1,1,1,21,1,NA,0,19,2,7,1,NA,40,10945,24,3,35.1,64.9
1,1,2,1,1,1,21,7,1,0,3,2,2,1,1,35,24796,30,6,63.3,36.7
1,1,7,1,3,1,27,1,NA,0,10,1,1,1,NA,40,1,26,3,90.3,9.7
2,1,2,2,0,1,54,39,4,0,20,1,2,1,1,40,18715,25,4,91.9,8.1
2,1,2,2,0,1,49,11,1,0,8,1,7,1,1,37,36130,26,2,55.3,44.7
1,2,2,NA,5,1,35,14,3,2,2,4,1,1,NA,39,51784,30,4,86.1,13.9
1,1,3,1,0,1,54,41,1,0,3,2,2,1,1,38.5,37720,30,6,80.1,19.9
1,2,9,NA,5,1,57,29,NA,0,15,4,2,1,NA,37,40071,32,4,53.1,46.9
2,2,2,NA,7,2,51,5,4,0,10,4,2,1,NA,40,18290,30,4,54.3,45.7
1,2,5,NA,8,2,41,2,5,0,14,9,2,1,NA,18.87,10507,30,6,65.2,34.8
1,2,2,NA,6,1,44,2,3,3,13,4,5,1,NA,40,49960,30,3,68.1,31.9
1,2,5,NA,8,1,44,25,1,0,16,4,7,1,NA,37.5,23609,33,6,20.9,79.1
1,2,3,NA,5,1,36,21,3,1,8,4,2,1,NA,37,63829,30,5,98,2
1,1,2,1,1,1,49,2,1,0,3,2,2,1,1,35,27377,30,3,86.6,13.4
1,2,1,NA,7,2,55,26,4,0,14,4,1,1,NA,39,33498,30,2,48.8,51.2
1,1,9,2,2,2,33,3,NA,0,19,9,1,1,NA,20,9547,30,5,65.2,34.8
1,1,2,1,3,2,22,1,1,0,3,1,4,2,1,35,1,8,6,72,28
2,1,6,2,3,2,40,1,NA,0,4,9,2,1,NA,25,1,6,2,21.5,78.5
1,1,2,2,3,1,55,26,1,0,2,1,1,1,1,37.5,30503,30,6,94.2,5.8
1,1,2,1,0,1,52,11,4,0,6,2,2,1,1,35,34374,30,6,91.1,8.9
1,2,9,NA,8,1,53,30,NA,0,9,4,2,1,NA,38,43232,30,5,60,40
1,2,2,NA,9,2,60,10,1,0,15,4,1,1,NA,37.5,17082,30,5,64.3,35.7
1,2,5,NA,6,1,34,8,1,0,9,4,7,1,NA,37.5,30905,30,6,87,13
1,1,2,2,2,2,24,5,1,0,10,1,2,1,1,40,19320,23,4,23.1,76.9
2,1,7,1,1,1,51,1,NA,0,11,1,7,2,NA,40,1,30,4,95.9,4.1
2,2,2,NA,5,1,48,32,4,2,8,4,4,1,NA,40,66855,30,56,78.5,21.5
1,2,3,NA,7,1,36,2,3,0,19,4,2,1,NA,38,1,30,5,64.4,35.6
1,2,2,NA,4,1,46,9,3,1,10,4,2,1,NA,35,1,25,5,45,55
2,2,9,NA,8,2,56,24,NA,0,14,4,2,1,NA,40,24724,30,2,37.2,62.8
1,1,2,2,2,1,47,16,2,0.5,2,1,1,1,5,40,26348,28,2,83.8,16.3
1,2,2,NA,7,2,41,5,4,0,10,4,1,1,NA,37.5,54760,30,4,41,59
1,2,7,NA,8,1,25,7,NA,0,11,4,2,1,NA,38,26349,26,6,59.2,40.8
1,2,7,NA,9,2,25,1,NA,0,20,4,7,2,NA,38.5,1,23,6,30.7,69.3
1,2,9,NA,5,2,43,4,NA,0,13,4,2,1,NA,40,38734,30,4,61.3,38.7
1,1,3,1,1,1,21,1,1,0,19,2,2,1,1,38.5,16650,26,3,71.5,28.5
1,2,2,NA,5,1,34,1,3,0,7,4,6,1,NA,37.5,54744,31,3,95.8,4.2
1,2,2,NA,5,2,30,5,1,0,8,4,2,1,NA,35,40002,30,5,90,10
1,1,7,1,3,1,47,11,NA,0,11,2,2,1,NA,56,32651,26,2,92.1,7.9
1,2,2,NA,6,1,32,4,3,2,9,4,2,1,NA,36,46188,33,3,81.6,18.4
1,2,2,NA,6,2,41,9,4,2,16,4,2,1,NA,40,32644,30,6,72.2,27.8
1,2,5,NA,6,1,30,3,1,0,14,4,7,1,NA,40,47746,28,5,49.6,50.4
1,1,9,2,3,2,30,2,NA,0,19,8,7,1,NA,7,2838,NA,2,48.3,51.7
1,2,9,NA,8,2,19,1,NA,0,14,4,2,1,NA,40,1,15,2,25.8,74.2
1,1,2,2,1,1,23,2,3,0,10,1,1,1,1,37.5,29650,30,6,88.5,11.5
1,2,8,NA,6,1,40,1,3,1.5,10,4,2,1,NA,38,1,30,6,66.5,33.5
1,2,4,NA,8,2,52,3,5,0,13,9,2,1,NA,27.5,15734,30,4,91.6,8.4
1,2,9,NA,5,1,60,28,NA,0,7,4,6,1,NA,39.5,42899,30,6,64,36
1,2,9,NA,NA,1,22,1,NA,0,13,0,3,4,NA,38.5,1,9,2,75.8,24.2
1,1,4,2,2,1,25,3,1,0,3,2,2,1,1,40,32063,30,3,82,18
1,2,2,NA,5,2,48,3,1,0,16,4,6,1,NA,35,45997,30,5,69,31
1,1,2,2,1,1,43,13,4,0,2,1,1,1,1,38,30965,32,5,92.1,7.9
1,2,9,NA,7,1,25,4,NA,0,11,4,2,1,NA,40,28156,30,3,77.4,22.6
1,1,7,1,3,1,41,4,NA,0,11,2,7,1,NA,40,29894,30,4,93.2,6.8
1,1,2,2,1,1,48,8,4,2,20,2,2,1,1,40,32576,30,2,87.2,12.8
1,2,2,NA,7,1,39,24,3,1,13,4,2,1,NA,35,48148,30,5,88.4,11.6
2,1,2,1,1,1,40,4,4,1,20,2,2,1,1,40,25124,25,2,93.9,6.1
1,1,2,2,3,2,35,7,4,1,20,1,1,1,1,40,13726,24,2,13.1,86.9
1,2,8,NA,5,1,51,24,3,2,10,4,2,1,NA,38,78885,30,6,78,22
1,2,9,NA,6,1,32,8,NA,0,13,4,2,1,NA,38,46016,30,2,78.4,21.6
1,1,9,2,3,2,31,2,NA,0,19,8,1,1,NA,0,863,NA,3,72.3,27.7
2,2,5,NA,8,2,24,1,1,0,13,4,2,1,NA,40,1,17,2,74.3,25.7
1,1,2,1,0,1,50,25,3,0,3,2,2,1,3,38,35289,30,6,96.5,3.5
1,1,9,2,2,1,38,3,NA,0,15,1,1,1,NA,50,19527,30,6,88.3,11.7
1,1,2,1,1,1,24,4,1,0,3,2,2,1,1,40,26131,30,4,90.2,9.8
2,1,5,1,2,2,46,11,3,0,10,9,2,1,1,35,21015,30,4,37.1,62.9
1,2,2,NA,8,1,47,11,3,1,14,4,1,1,NA,39,30535,30,5,83.5,16.5
2,1,7,1,2,2,32,14,NA,0,10,1,2,1,NA,38,20203,29,56,80.4,19.6
1,2,4,NA,7,1,60,11,1,0,14,4,2,1,NA,39,46478,30,2,65.7,34.3
1,2,5,NA,5,2,53,32,4,0,14,4,2,1,NA,36,47040,30,5,68.5,31.5
1,1,2,1,2,1,38,20,1,0,3,2,2,1,1,35,45488,30,6,94.2,5.8
1,1,9,1,3,2,47,3,NA,0,19,8,7,1,NA,6,2616,30,6,9,91
1,2,2,NA,5,1,44,5,3,0,12,4,2,1,NA,37.5,84000,30,5,81.5,18.5
1,2,9,NA,6,1,27,1,NA,0,13,4,5,1,NA,38.5,1,23,2,70.6,29.4
1,2,2,NA,7,1,44,4,2,1,13,4,2,1,NA,40,34951,30,4,89.3,10.7
1,2,2,NA,7,1,26,5,1,0,14,8,2,1,NA,6,6548,20,5,43.4,56.6
1,1,1,2,2,1,47,4,4,1,6,1,1,1,1,38.5,1,29,4,63.5,36.5
1,1,4,2,0,1,40,10,4,0,3,2,2,1,1,44,40134,30,2,95.1,4.9
2,1,7,1,1,1,51,23,NA,0,11,2,2,1,NA,40,26818,34,4,77.1,22.9
1,2,5,NA,NA,2,18,2,1,0,14,0,1,4,NA,36,7301,30,6,76.4,23.6
1,2,4,NA,4,2,50,7,3,0,12,4,2,1,NA,37,84000,30,4,64.2,35.8
1,2,2,NA,7,1,55,29,3,0,2,4,2,1,NA,35,54137,30,6,91.5,8.5
1,2,2,NA,7,1,57,10,3,2,8,4,2,1,NA,37.5,53043,30,4,70.6,29.4
1,1,9,2,2,1,21,1,NA,0,15,1,2,1,NA,40,1,11,4,94.5,5.5
2,2,7,NA,8,2,43,8,NA,0,14,4,2,1,NA,40,24642,30,2,56.1,43.9
1,1,9,1,1,2,58,1,NA,0,19,8,7,1,NA,7,1,30,6,22.2,77.8
1,2,2,NA,5,1,38,10,1,0,8,4,5,1,NA,35,46625,30,6,54.3,45.7
1,2,2,NA,6,1,31,2,1,0,7,4,5,1,NA,35,52600,30,6,69.5,30.5
1,2,2,NA,4,1,44,1,3,2,10,4,4,1,NA,40,74217,30,2,66.6,33.4
1,2,8,NA,7,2,32,12,1,0,14,4,2,1,NA,38,33151,31,6,41.8,58.2
1,2,8,NA,5,1,57,37,3,0,10,4,2,1,NA,39,59408,36,6,58.4,41.6
2,2,3,NA,8,2,41,15,4,2,14,9,2,1,NA,38,24019,30,2,57.5,42.5
1,1,2,2,1,1,60,32,3,0,5,2,2,1,2,37.5,30846,30,6,89.2,10.8
1,2,2,NA,7,1,33,14,1,0,16,4,2,1,NA,36.5,60074,33,2,60.6,39.4
1,2,5,NA,5,2,26,1,1,0,9,4,6,1,NA,40,1,23,6,43.9,56.1
2,2,2,NA,7,2,22,2,1,0,14,4,2,1,NA,38,19149,30,2,81.5,18.5
1,1,9,1,3,2,60,12,NA,0,19,8,7,1,NA,0,3433,30,6,4.9,95.1
2,2,5,NA,7,2,53,8,4,0,14,4,2,1,NA,40,17549,22,2,54,46
1,1,7,2,2,1,31,3,NA,0,10,1,1,1,NA,40,25306,30,4,68.2,31.8
1,2,2,NA,8,2,33,2,2,0.5,14,9,2,1,NA,30,18078,30,4,91.9,8.1
2,1,2,2,2,1,41,4,1,0,10,1,1,1,1,40,18592,24,2,82.2,17.8
1,2,2,NA,5,1,33,17,3,2,8,3,2,1,NA,38,60736,30,3,88.7,11.3
1,1,9,2,3,2,49,1,NA,0,19,8,1,1,NA,0,1,7,6,11.9,88.1
2,2,2,NA,6,2,40,8,1,0,13,4,6,1,NA,40,31166,25,2,87.9,12.1
1,2,9,NA,NA,1,20,2,NA,0,14,0,3,4,NA,38.25,8659,30,3,47.1,52.9
1,2,4,NA,5,1,35,11,3,2,8,4,2,1,NA,39,1,25,4,91,9
1,1,7,1,1,1,47,5,NA,0,11,2,2,1,NA,38.5,30706,30,2,83.6,16.4
1,2,2,NA,5,1,38,6,3,1,13,4,2,1,NA,35,48397,30,5,88.4,11.6
1,1,2,1,1,2,52,5,3,0,19,9,2,1,1,20.75,17925,30,6,73.6,26.4
1,2,2,NA,8,2,29,10,4,0.5,14,4,2,1,NA,37.5,32797,30,4,70.6,29.4
1,1,3,1,2,2,44,2,5,0,11,9,2,2,1,20,15188,30,4,82,18
1,1,2,1,1,1,54,22,3,4,3,2,2,1,1,37.5,27706,30,5,98,2
1,1,9,2,3,1,51,1,NA,0,15,8,1,1,NA,9,1,14,3,84.2,15.8
1,1,4,1,1,1,47,4,3,2,2,2,2,1,1,40,30732,33,6,82.3,17.7
1,2,5,NA,8,1,36,12,3,1,10,4,2,1,NA,36.5,30782,30,2,75.5,24.5
1,2,9,NA,9,2,43,1,NA,0,17,4,2,2,NA,38.5,1,30,5,37.3,62.7
1,1,8,1,0,2,51,2,5,0,11,8,7,1,1,9.5,4977,30,6,40.4,59.6
1,1,6,1,3,2,38,12,NA,0,4,9,2,1,NA,20,7376,30,6,62.6,37.4
1,1,7,1,3,1,54,3,NA,0,11,9,7,1,NA,20,7414,20,2,83.3,16.7
1,1,2,2,3,2,18,1,6,0,10,8,7,1,1,0,131,0,6,43.6,56.4
1,1,2,1,2,1,29,1,3,0,5,1,1,2,1,36,1,22,2,77.8,22.2
1,1,7,1,2,1,31,2,NA,0,11,1,2,1,NA,38.5,27334,29,6,90.7,9.3
1,1,5,1,2,2,21,3,1,0,10,9,1,1,1,30,19231,32,6,28.8,71.2
1,2,2,NA,4,1,35,5,3,2,18,4,5,1,NA,37,74119,30,3,57.8,42.2
1,2,9,NA,5,2,29,3,NA,0,18,9,6,2,NA,19.25,1,24,4,44.7,55.3
1,1,4,2,0,1,33,8,1,1,5,2,2,1,1,39,44875,29,2,82.6,17.4
1,1,2,1,1,1,41,25,4,0,3,2,2,1,1,35,34624,30,6,59,41
1,1,2,2,0,1,39,16,4,0,3,2,2,1,1,37,34467,30,5,93.5,6.5
1,1,4,2,1,1,38,24,3,3,3,2,2,1,1,37,32768,30,6,74.7,25.3
1,1,9,1,1,1,19,2,NA,0,19,8,7,1,NA,9,3835,24,4,72.9,27.1
1,2,9,NA,7,2,27,1,NA,0,16,4,2,1,NA,40,1,15,3,88.2,11.8
1,2,9,NA,9,2,51,4,NA,0,11,4,2,1,NA,38.5,22488,30,4,60.4,39.6
2,1,5,2,1,1,48,24,4,0,11,2,2,1,1,40,14702,25,2,89.4,10.6
1,1,4,1,1,1,27,12,1,0,3,2,2,1,1,40,26906,28,2,85.7,14.3
1,1,9,2,3,2,38,7,NA,0,19,8,1,2,NA,8.9,3414,30,6,9.7,90.3
2,2,2,NA,5,1,52,6,4,0,9,4,2,1,NA,40,44750,30,4,81.3,18.7
1,2,2,NA,7,2,25,1,1,0,9,4,2,1,NA,37.5,1,8,6,56.4,43.6
1,1,6,1,0,1,23,2,NA,0,4,2,2,1,NA,37.5,30561,34,6,69.2,30.8
1,2,2,NA,5,2,31,1,5,0,14,4,2,1,NA,35,1,28,5,94.6,5.4
1,2,8,NA,5,2,42,26,4,0,10,4,2,1,NA,38,55772,30,6,28.2,71.8
1,2,9,NA,5,1,43,19,NA,0,7,4,5,1,NA,40,84000,30,6,66,34
1,2,9,NA,5,1,28,3,NA,0,10,4,6,1,NA,40,77260,27,4,79.3,20.7
1,1,5,1,3,2,21,2,1,0,10,9,7,1,2,30.78,17366,27,3,14.3,85.7
1,2,2,NA,6,1,46,31,3,0,8,4,4,1,NA,35,49166,31,6,90.3,9.7
1,2,5,NA,7,2,33,5,1,0,14,4,2,1,NA,38.5,30199,30,2,75.1,24.9
1,2,2,NA,6,1,47,26,3,1,14,4,2,1,NA,38,36982,30,5,47.7,52.3
1,1,2,2,1,1,41,2,4,0,20,1,1,1,1,38.5,26238,32,4,82.9,17.1
1,1,1,1,2,2,42,7,3,0,10,1,1,1,1,38,27881,30,6,62.6,37.4
1,2,2,NA,6,1,44,17,3,1,8,4,2,1,NA,35,53057,30,6,86.6,13.4
1,2,5,NA,8,1,34,11,3,1,10,4,2,1,NA,37.5,25566,30,2,88.4,11.6
1,1,7,1,1,1,48,10,NA,0,11,2,2,1,NA,38.5,1,30,6,85.9,14.1
1,1,9,1,3,1,27,2,NA,0,19,1,7,2,NA,45,11843,30,5,57.1,42.9
1,1,2,1,2,1,56,23,3,0,3,1,2,1,1,35,34559,31,6,91.7,8.3
1,2,2,NA,7,2,29,5,1,0,14,4,2,1,NA,41.25,26922,30,2,70.5,29.5
1,2,2,NA,5,1,39,12,3,1,7,4,6,1,NA,35,65324,30,6,80.1,19.9
2,2,5,NA,8,1,30,2,1,0,1,4,2,1,NA,40,26406,21,3,25,75
1,2,2,NA,5,1,30,1,1,0,14,4,2,1,NA,35,1,30,2,32.1,67.9
1,2,9,NA,5,1,42,11,NA,0,7,4,5,1,NA,38.5,59161,30,6,51.6,48.4
1,2,7,NA,7,2,44,2,NA,0,14,8,2,1,NA,14,11406,12,4,68,32
1,2,3,NA,7,2,51,5,1,0,14,4,2,1,NA,38.5,35098,31,4,78.6,21.4
2,2,2,NA,7,2,42,22,4,2,12,9,5,1,NA,30,25877,30,56,47.2,52.8
1,1,7,1,1,1,39,7,NA,0,11,2,2,1,NA,38.5,1,30,6,43.1,56.9
1,1,6,1,NA,1,22,3,NA,0,20,0,1,4,NA,39,7243,30,5,47.4,52.6
1,2,8,NA,6,1,26,5,1,0,10,4,4,1,NA,39,38562,30,6,56.2,43.8
2,2,2,NA,NA,1,26,1,1,0,14,0,7,4,NA,10,2899,23,3,88.4,11.6
1,1,2,1,1,1,33,5,4,1,10,2,2,1,5,38,47608,32,5,91.7,8.3
1,2,5,NA,9,2,49,3,5,0,9,9,2,1,NA,36,14922,20,4,12.1,87.9
1,1,5,1,3,2,48,1,6,0,19,8,1,2,2,9,1,15,5,34.9,65.1
1,2,7,NA,4,1,47,17,NA,0,12,4,2,1,NA,38,48737,30,2,88.3,11.7
1,1,9,2,3,2,40,1,NA,0,20,1,2,1,NA,35,1,8,5,70,30
2,2,2,NA,4,1,41,25,3,1,7,4,5,1,NA,38,33156,30,2,60.6,39.4
1,2,5,NA,7,1,42,24,3,2,9,4,2,1,NA,38.5,34053,30,6,71.7,28.3
2,2,2,NA,7,1,50,9,3,2,11,4,2,1,NA,39,20208,30,2,82.9,17.1
1,1,9,2,3,2,42,8,NA,0,19,1,7,1,NA,37,21785,30,4,31,69
1,2,2,NA,6,2,28,3,4,0,8,4,1,1,NA,35,37289,30,4,96.8,3.2
1,1,7,2,3,2,43,1,NA,0,10,8,7,1,NA,11.5,1,28,4,45.8,54.2
1,1,2,1,1,1,26,9,1,0,3,2,2,1,2,35,41488,30,6,87.7,12.3
2,1,7,1,1,2,40,18,NA,0,11,2,2,1,NA,38.5,29480,36,56,16,84
1,1,2,2,3,2,37,1,NA,0,10,8,1,1,1,0,1,10,6,35.9,64.1
1,2,2,NA,NA,1,21,1,1,0,14,0,1,4,NA,40,1,10,6,70.9,29.1
1,2,8,NA,7,2,42,11,2,0.5,10,4,2,1,NA,39,34611,30,4,39.8,60.2
1,2,2,NA,5,1,56,40,3,0,9,4,2,1,NA,40,84000,30,5,92.5,7.5
2,2,4,NA,7,2,30,14,2,0.5,14,4,2,1,NA,38,1,23,56,81.4,18.6
2,1,2,1,1,2,47,33,4,0,3,2,2,1,2,38,23466,30,56,89.3,10.7
1,1,2,2,2,1,47,5,4,2,20,2,2,1,1,40,23934,30,2,91.3,8.7
1,2,5,NA,8,2,44,9,3,1,14,4,2,4,NA,27,20138,30,2,62,38
1,2,7,NA,8,1,39,12,NA,0,11,4,2,1,NA,38,13462,29,6,87.9,12.1
1,2,2,NA,7,2,26,7,1,0,8,4,2,1,NA,39,31874,30,4,88.3,11.7
1,2,5,NA,8,1,26,5,1,0,9,4,2,1,NA,37.5,23722,28,6,24.1,75.9
2,1,3,1,2,1,32,17,1,0,3,9,2,1,1,35.2,29478,24,56,84.6,15.4
2,2,1,NA,9,2,42,4,5,0,9,9,7,1,NA,33,10496,23,4,18.7,81.3
1,2,9,NA,6,1,41,14,NA,0,13,4,2,1,NA,37.5,49916,32,6,58.2,41.8
1,2,9,NA,7,2,32,3,NA,0,12,4,7,1,NA,39,43513,30,6,22.1,77.9
1,2,9,NA,5,1,46,22,NA,0,14,4,2,1,NA,40,67333,31,4,76,24
1,1,7,1,2,1,49,27,NA,0,11,1,2,1,NA,50,29448,30,6,86.6,13.4
1,2,7,NA,5,1,37,11,NA,0,9,4,2,1,NA,37.5,53002,30,6,70,30
1,2,6,NA,8,2,27,2,NA,0,14,4,4,1,NA,40,32303,25,4,44.9,55.1
2,2,5,NA,7,2,25,3,1,0,14,4,2,1,NA,38,14486,24,2,78.6,21.4
1,1,7,1,3,1,28,4,NA,0,11,9,1,1,NA,20,12768,26,6,75,25
2,1,2,1,NA,1,20,4,1,0,20,0,1,4,1,40,3876,26,2,33.3,66.7
1,2,1,NA,8,2,34,12,1,0,14,4,1,1,NA,38,28065,30,6,29,71
1,1,1,2,3,1,52,1,3,0,20,1,7,2,1,38.5,1,21,5,74.2,25.8
1,2,8,NA,7,2,42,15,5,0,10,9,2,1,NA,20,19238,31,5,42.8,57.2
1,2,5,NA,7,2,40,2,5,0,9,4,2,1,NA,35,45389,30,6,76.2,23.8
1,2,4,NA,4,2,60,20,3,0,12,4,1,1,NA,37,56498,30,2,90.7,9.3
1,2,1,NA,6,2,50,7,1,0,14,4,2,1,NA,40,34677,24,4,72.8,27.2
1,2,7,NA,5,1,35,8,NA,0,14,4,2,1,NA,38.56,42068,30,4,71,29
1,2,2,NA,7,1,31,4,1,0,16,4,4,1,NA,37,37801,30,3,87.5,12.5
1,1,7,2,1,1,59,12,NA,0,11,2,2,1,NA,38.5,25177,30,5,77.9,22.1
1,1,2,2,2,1,39,7,1,0,10,1,1,1,1,37.5,25102,26,5,81.8,18.2
2,1,7,1,1,1,41,15,NA,0,11,1,2,1,NA,38,25170,30,56,75.4,24.6
1,1,2,1,2,1,36,13,1,0,2,1,7,1,1,35,23978,30,6,76.6,23.4
1,2,1,NA,6,2,49,4,3,0,12,4,2,1,NA,38,29233,30,4,80.1,19.9
1,1,2,1,0,1,35,21,1,0,3,1,2,1,1,35,39509,30,6,89.3,10.7
1,2,4,NA,7,2,30,1,1,0,14,8,2,1,NA,15,10010,30,2,87.8,12.2
1,1,6,1,1,1,43,14,NA,0,10,2,2,1,NA,35,42753,30,2,28.8,71.2
1,2,9,NA,5,1,39,6,NA,0,12,4,4,1,NA,40,67618,30,2,77.8,22.2
1,2,5,NA,6,2,54,20,1,0,14,4,2,1,NA,38.5,41724,30,4,63.3,36.7
1,1,2,1,1,1,56,21,3,0,3,2,2,1,3,35,45832,32,6,87.7,12.3
2,1,4,1,1,1,49,31,4,0,3,2,2,1,1,38,24332,28,4,90.9,9.1
1,2,2,NA,5,1,40,13,3,0,8,4,2,1,NA,36,49986,30,5,86.8,13.2
1,2,2,NA,7,1,46,30,1,0,14,4,2,1,NA,35,35969,30,2,92.9,7.1
1,2,4,NA,4,1,59,33,3,0,5,3,2,1,NA,39,67950,30,5,96.9,3.1
1,2,2,NA,6,2,43,29,4,0,14,4,2,1,NA,35,50786,31,4,59.7,40.3
1,2,2,NA,5,1,30,14,3,0,8,3,2,1,NA,40,58746,30,4,86.5,13.5
